usgs_id,shakemap_version,adm2_id,nombre,lon,lat,mmi_max,pop_mmi6p,pop_mmi7p,pop_mmi8p,pop_65p_mmi7p,pop_65p_mmi6p,bld_mmi6p,built_m2_mmi6p,health_mmi6p,edu_mmi6p,road_km_mmi6p,road_km_principal_mmi6p,bld_mmi7p,built_m2_mmi7p,health_mmi7p,edu_mmi7p,road_km_mmi7p,road_km_principal_mmi7p,ls_pop_expuesta_mmi6p,lq_pop_expuesta_mmi6p,flags_calidad
#meta+id+event,#meta+version,#adm2+code,#adm2+name,#geo+lon,#geo+lat,#indicator+mmi+max,#population+mmi6,#population+mmi7,#population+mmi8,#population+age65+mmi7,#population+age65+mmi6,#infra+buildings+mmi6,#infra+built+area+mmi6,#infra+health+mmi6,#infra+education+mmi6,#infra+roads+km+mmi6,#infra+roads+km+primary+mmi6,#infra+buildings+mmi7,#infra+built+area+mmi7,#infra+health+mmi7,#infra+education+mmi7,#infra+roads+km+mmi7,#infra+roads+km+primary+mmi7,#population+landslide+mmi6,#population+liquefaction+mmi6,#meta+flags
us10007mn3,1,CL102,Chiloe,-73.857597,-42.64474,7.5,191450.11197814206,54311.665505310055,0.0,3992.4970676427492,19293.37251918559,169825.0,17248827.0,67,188,5018.977316892326,247.93384707670893,43547.0,4084027.0,23,49,1712.2312825412232,86.96700513822113,0.0,0.0,"discrepancia_poblacional,construido_no_mapeado,discrepancia_poblacional,construido_no_mapeado"
us10007mn3,1,CL112,Aysén,-73.565057,-45.456052,7.0,2660.746638521552,2276.7501670718193,0.0,172.93193300878397,203.8122750275851,3188.0,182422.0,1,2,89.0054313865964,0.0,1509.0,118920.0,0,1,33.43224800447239,0.0,0.0,0.0,"construido_no_mapeado,discrepancia_poblacional"
us10007mn3,1,CL104,Palena,-72.385623,-43.033166,6.5,4172.730964599177,0.0,0.0,0.0,443.272214823533,5113.0,437037.0,10,21,144.32926245981767,26.298146733269917,0.0,0.0,0,0,0.0,0.0,0.0,0.0,"discrepancia_poblacional,construido_no_mapeado"
us10007mn3,1,CL101,Llanquihue,-72.711471,-41.431172,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,"discrepancia_poblacional,construido_no_mapeado,discrepancia_poblacional,construido_no_mapeado"
us10007mn3,1,CL111,Coyhaique,-71.925156,-45.105112,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,"discrepancia_poblacional,construido_no_mapeado"
